PostalCode,n,mean,std,ci_lower,ci_upper
1665,80,-659.2184949066212,6493.327799630974,-2082.1316862026924,763.6946963894501
0081,603,-661.0651747018542,11290.155900194295,-1562.2157290767489,240.0853796730405
9323,55,-718.8136682615633,5966.004419301903,-2295.547176969351,857.9198404462242
2070,54,-743.4864084868686,6436.121623907016,-2460.143033269529,973.1702162957918
3651,70,-752.3117561314,7332.2899395672175,-2470.009246841676,965.385734578876
1805,165,-944.3629625953944,13020.00528048751,-2931.0307939074423,1042.3048687166538
4008,83,-970.8676908085137,8902.157008444987,-2886.059496442753,944.3241148257254
5050,175,-1080.9631554339749,15199.474258093884,-3332.9487764012606,1171.0224655333109
1751,77,-1221.0908424470267,11358.423708098207,-3758.139368804499,1315.9576839104457
9756,99,-1500.4689965300975,15776.648448359378,-4608.27014110584,1607.332148045645
2920,55,-1613.1773125996797,8427.336965003818,-3840.407406312572,614.0527811132129
0046,0,,,,
0049,0,,,,
0066,0,,,,
0143,0,,,,
0154,0,,,,
0192,0,,,,
0196,0,,,,
0258,0,,,,
0284,0,,,,
0286,0,,,,
0322,0,,,,
0325,0,,,,
0331,0,,,,
0340,0,,,,
0356,0,,,,
0371,0,,,,
0466,0,,,,
0479,0,,,,
0495,0,,,,
0690,0,,,,
0748,0,,,,
0751,0,,,,
0802,0,,,,
0827,0,,,,
1026,0,,,,
1027,0,,,,
1038,0,,,,
1154,0,,,,
1250,0,,,,
1342,0,,,,
1372,0,,,,
1462,0,,,,
1519,0,,,,
1612,0,,,,
1620,0,,,,
1630,0,,,,
1748,0,,,,
1807,0,,,,
1884,0,,,,
1914,0,,,,
1932,0,,,,
1963,0,,,,
1980,0,,,,
2010,0,,,,
2017,0,,,,
2018,0,,,,
2019,0,,,,
2021,0,,,,
2055,0,,,,
2128,0,,,,
2192,0,,,,
2210,0,,,,
2470,0,,,,
2500,0,,,,
2502,0,,,,
2531,0,,,,
2571,0,,,,
2620,0,,,,
2766,0,,,,
2841,0,,,,
2869,0,,,,
2952,0,,,,
3080,0,,,,
3150,0,,,,
3242,0,,,,
3257,0,,,,
3290,0,,,,
3300,0,,,,
3381,0,,,,
3612,0,,,,
3616,0,,,,
3650,0,,,,
3655,0,,,,
3680,0,,,,
3740,0,,,,
3750,0,,,,
3802,0,,,,
3837,0,,,,
3882,0,,,,
3887,0,,,,
3910,0,,,,
3915,0,,,,
3965,0,,,,
4016,0,,,,
4019,0,,,,
4025,0,,,,
4053,0,,,,
4067,0,,,,
4148,0,,,,
4150,0,,,,
4184,0,,,,
4455,0,,,,
4810,0,,,,
4811,0,,,,
5070,0,,,,
5099,0,,,,
5143,0,,,,
5185,0,,,,
5200,0,,,,
5326,0,,,,
5435,0,,,,
5455,0,,,,
5687,0,,,,
6070,0,,,,
6105,0,,,,
6229,0,,,,
6350,0,,,,
6570,0,,,,
6571,0,,,,
6655,0,,,,
6705,0,,,,
6720,0,,,,
6810,0,,,,
6838,0,,,,
6840,0,,,,
7280,0,,,,
7340,0,,,,
7350,0,,,,
7439,0,,,,
7456,0,,,,
7463,0,,,,
7560,0,,,,
7569,0,,,,
7571,0,,,,
7582,0,,,,
7583,0,,,,
7626,0,,,,
7646,0,,,,
7760,0,,,,
7763,0,,,,
7788,0,,,,
7789,0,,,,
7790,0,,,,
7801,0,,,,
7925,0,,,,
8149,0,,,,
8460,0,,,,
8584,0,,,,
8586,0,,,,
8701,0,,,,
9720,0,,,,
9745,0,,,,
